Date,Time,CO(GT),NMHC(GT),C6H6(GT),NOx(GT),NO2(GT),T,RH,AH,precipitation (mm),cloud_cover (%),wind_speed_10m (km/h),terrestrial_radiation (W/m²),pressure_msl (hPa),soil_temperature_0_to_7cm (°C),I_CO,I_NMHC,I_C6H6,I_NOx,I_NO2,AQI,datetime
12/06/2004,14.00.00,1.2,0.0,7.2,109.03999999999999,68.0,36.0,20.5,1.1995,0.0,22,11.5,1089.5,1016.7,28.2,12.0,0.0,122.56,56.03363636363636,34.0,122.56,2004-06-12 14:00:00
12/06/2004,15.00.00,1.2,0.0,8.6,129.72,76.0,37.0,20.1,1.2423,0.0,9,11.0,929.7,1016.3,27.7,12.0,0.0,136.28,67.54863636363636,38.0,136.28,2004-06-12 15:00:00
12/06/2004,16.00.00,1.4,0.0,9.0,142.88,84.0,36.4,21.0,1.2515,0.0,0,10.8,730.2,1015.9,26.8,14.0,0.0,140.2,74.87636363636364,42.0,140.2,2004-06-12 16:00:00
12/06/2004,17.00.00,1.3,0.0,7.9,118.44,76.0,35.2,22.6,1.267,0.0,0,10.2,504.8,1015.7,25.6,13.0,0.0,129.42000000000002,61.26772727272727,38.0,129.42000000000002,2004-06-12 17:00:00
12/06/2004,18.00.00,1.1,0.0,6.2,95.88,61.0,32.5,27.6,1.3229,0.0,0,8.1,268.7,1015.9,24.2,11.0,0.0,112.76,47.94,30.5,112.76,2004-06-12 18:00:00
12/06/2004,19.00.00,1.1,0.0,6.3,86.47999999999999,52.0,29.1,35.1,1.3919,0.0,0,6.2,65.0,1016.0,22.5,11.0,0.0,113.74,43.239999999999995,26.0,113.74,2004-06-12 19:00:00
12/06/2004,20.00.00,1.1,0.0,6.3,97.75999999999999,59.0,26.9,39.7,1.3898,0.0,1,5.8,0.0,1016.8,21.3,11.0,0.0,113.74,48.879999999999995,29.5,113.74,2004-06-12 20:00:00
12/06/2004,21.00.00,1.8,0.0,11.2,157.92,89.0,26.1,42.2,1.4039,0.0,0,5.1,0.0,1016.7,20.2,18.0,0.0,154.92,83.25090909090909,44.5,154.92,2004-06-12 21:00:00
12/06/2004,22.00.00,2.3,0.0,12.8,244.39999999999998,113.0,25.5,43.8,1.4095,0.0,0,5.0,0.0,1016.5,19.4,23.0,0.0,160.14666666666668,106.65153374233128,58.23863636363636,160.14666666666668,2004-06-12 22:00:00
12/06/2004,23.00.00,2.6,0.0,13.2,276.35999999999996,112.0,24.9,45.6,1.4135,0.0,0,4.9,0.0,1016.0,18.8,26.0,0.0,161.45333333333332,109.85406952965235,57.68181818181818,161.45333333333332,2004-06-12 23:00:00
13/06/2004,00.00.00,2.0,0.0,9.2,236.88,89.0,25.2,45.2,1.4262,0.0,1,5.6,0.0,1015.5,18.2,20.0,0.0,142.16,105.89799591002046,44.5,142.16,2004-06-13 00:00:00
13/06/2004,01.00.00,1.0,0.0,5.8,88.36,53.0,25.4,45.5,1.457,0.0,1,7.2,0.0,1014.8,17.7,10.0,0.0,108.84,44.18,26.5,108.84,2004-06-13 01:00:00
13/06/2004,02.00.00,0.6,0.0,3.4,45.12,36.0,26.2,43.6,1.4599,0.0,5,7.4,0.0,1014.1,17.3,6.0,0.0,73.86666666666666,22.56,18.0,73.86666666666666,2004-06-13 02:00:00
13/06/2004,03.00.00,0.6,0.0,4.1,0.0,0.0,24.3,48.2,1.4476,0.0,3,8.0,0.0,1013.8,17.0,6.0,0.0,85.29999999999998,0.0,0.0,85.29999999999998,2004-06-13 03:00:00
13/06/2004,04.00.00,0.5,0.0,3.1,47.0,39.0,24.4,48.3,1.4499,0.0,10,9.2,28.3,1013.6,16.9,5.0,0.0,68.96666666666667,23.5,19.5,68.96666666666667,2004-06-13 04:00:00
13/06/2004,05.00.00,0.4,0.0,2.2,39.48,33.0,23.3,51.0,1.4346,0.0,48,11.5,192.3,1013.5,17.7,4.0,0.0,54.266666666666666,19.74,16.5,54.266666666666666,2004-06-13 05:00:00
13/06/2004,06.00.00,0.4,0.0,1.5,47.0,37.0,21.6,48.1,1.2259,0.0,79,13.3,428.3,1013.5,19.7,4.0,0.0,37.5,23.5,18.5,37.5,2004-06-13 06:00:00
13/06/2004,07.00.00,0.4,0.0,1.3,47.0,36.0,21.4,47.8,1.2005,0.0,80,18.3,659.0,1013.3,21.7,4.0,0.0,32.5,23.5,18.0,32.5,2004-06-13 07:00:00
13/06/2004,08.00.00,0.4,0.0,1.2,56.4,42.0,20.5,46.8,1.1152,0.0,54,20.0,868.4,1013.1,23.1,4.0,0.0,30.0,28.2,21.0,30.0,2004-06-13 08:00:00
13/06/2004,09.00.00,0.5,0.0,1.7,78.96,52.0,20.8,40.7,0.9882,0.0,49,21.3,1042.5,1013.1,23.9,5.0,0.0,42.5,39.48,26.0,42.5,2004-06-13 09:00:00
13/06/2004,10.00.00,0.6,0.0,2.5,97.75999999999999,60.0,22.3,35.3,0.9371,0.0,61,18.8,1169.4,1013.4,25.1,6.0,0.0,59.166666666666664,48.879999999999995,30.0,59.166666666666664,2004-06-13 10:00:00
13/06/2004,11.00.00,0.7,0.0,2.5,116.55999999999999,74.0,21.7,38.3,0.9842,0.0,56,18.3,1240.3,1013.5,25.4,7.0,0.0,59.166666666666664,60.22090909090908,37.0,60.22090909090908,2004-06-13 11:00:00
13/06/2004,12.00.00,0.7,0.0,2.7,125.96,65.0,24.4,29.6,0.8921,0.0,24,18.8,1250.5,1013.1,25.7,7.0,0.0,62.43333333333334,65.455,32.5,65.455,2004-06-13 12:00:00
13/06/2004,13.00.00,0.6,0.0,1.9,88.36,52.0,23.4,34.9,0.991,0.0,53,18.0,1199.4,1013.1,26.0,6.0,0.0,47.5,44.18,26.0,47.5,2004-06-13 13:00:00
13/06/2004,14.00.00,0.5,0.0,1.8,65.8,40.0,23.5,35.2,1.0019,0.0,84,15.3,1090.2,1012.9,26.3,5.0,0.0,45.0,32.9,20.0,45.0,2004-06-13 14:00:00
13/06/2004,15.00.00,0.6,0.0,2.4,84.6,49.0,22.4,39.0,1.04,0.0,98,14.0,930.7,1012.7,25.7,6.0,0.0,57.53333333333333,42.3,24.5,57.53333333333333,2004-06-13 15:00:00
13/06/2004,16.00.00,0.8,0.0,2.6,99.64,56.0,22.0,41.7,1.0865,0.0,94,12.8,731.5,1012.6,25.0,8.0,0.0,60.8,49.82,28.0,60.8,2004-06-13 16:00:00
13/06/2004,17.00.00,0.8,0.0,3.0,107.16,59.0,21.7,42.7,1.0949,0.0,97,10.5,506.2,1012.7,24.0,8.0,0.0,67.33333333333333,54.98681818181818,29.5,67.33333333333333,2004-06-13 17:00:00
13/06/2004,18.00.00,1.0,0.0,2.9,133.48,68.0,20.7,43.4,1.047,0.0,97,6.6,270.3,1012.9,22.8,10.0,0.0,65.7,69.64227272727271,34.0,69.64227272727271,2004-06-13 18:00:00
13/06/2004,19.00.00,1.0,0.0,3.5,125.96,72.0,20.3,42.6,1.0045,0.0,93,7.1,65.8,1012.9,21.8,10.0,0.0,75.5,65.455,36.0,75.5,2004-06-13 19:00:00
13/06/2004,20.00.00,1.0,0.0,3.6,141.0,78.0,20.3,44.1,1.0392,0.0,55,4.9,0.0,1013.3,20.9,10.0,0.0,77.13333333333333,73.82954545454545,39.0,77.13333333333333,2004-06-13 20:00:00
13/06/2004,21.00.00,0.9,0.0,3.6,122.19999999999999,71.0,20.1,45.2,1.0538,0.0,14,2.1,0.0,1013.3,20.0,9.0,0.0,77.13333333333333,63.36136363636363,35.5,77.13333333333333,2004-06-13 21:00:00
13/06/2004,22.00.00,0.7,0.0,2.3,84.6,54.0,19.8,45.7,1.0424,0.0,34,7.6,0.0,1013.9,19.2,7.0,0.0,55.9,42.3,27.0,55.9,2004-06-13 22:00:00
13/06/2004,23.00.00,0.8,0.0,2.6,86.47999999999999,57.0,19.6,45.3,1.0244,0.2,36,6.3,0.0,1013.2,18.7,8.0,0.0,60.8,43.239999999999995,28.5,60.8,2004-06-13 23:00:00
14/06/2004,00.00.00,0.7,0.0,2.0,62.04,45.0,19.4,45.9,1.0242,0.5,26,5.5,0.0,1013.2,18.5,7.0,0.0,50.0,31.02,22.5,50.0,2004-06-14 00:00:00
14/06/2004,01.00.00,0.5,0.0,1.2,35.72,30.0,19.7,44.8,1.0172,0.4,22,4.2,0.0,1012.8,18.3,5.0,0.0,30.0,17.86,15.0,30.0,2004-06-14 01:00:00
14/06/2004,02.00.00,0.3,0.0,0.7,16.919999999999998,16.0,19.5,46.3,1.0363,0.3,27,6.4,0.0,1012.7,18.1,3.0,0.0,17.5,8.459999999999999,8.0,17.5,2004-06-14 02:00:00
14/06/2004,03.00.00,0.3,0.0,0.5,0.0,0.0,19.0,49.0,1.063,0.1,51,5.1,0.0,1012.7,18.2,3.0,0.0,12.5,0.0,0.0,12.5,2004-06-14 03:00:00
14/06/2004,04.00.00,0.0,0.0,0.5,22.56,18.0,19.1,50.7,1.109,0.0,60,4.6,28.3,1012.7,18.1,0.0,0.0,12.5,11.28,9.0,12.5,2004-06-14 04:00:00
14/06/2004,05.00.00,0.3,0.0,0.8,39.48,28.0,19.1,52.7,1.1545,0.0,86,4.7,192.2,1013.5,18.2,3.0,0.0,20.0,19.74,14.0,20.0,2004-06-14 05:00:00
14/06/2004,06.00.00,0.7,0.0,3.5,124.08,62.0,20.3,49.3,1.1596,0.0,71,2.9,428.1,1014.2,19.7,7.0,0.0,75.5,64.40818181818182,31.0,75.5,2004-06-14 06:00:00
14/06/2004,07.00.00,1.5,0.0,7.0,257.56,92.0,21.1,46.2,1.1389,0.3,64,1.8,658.6,1014.9,20.1,15.0,0.0,120.6,107.97022494887526,46.0,120.6,2004-06-14 07:00:00
14/06/2004,08.00.00,1.8,0.0,8.7,283.88,96.0,21.5,44.5,1.129,0.1,55,1.1,868.1,1015.3,21.0,18.0,0.0,137.26,110.60760736196319,48.0,137.26,2004-06-14 08:00:00
14/06/2004,09.00.00,1.4,0.0,6.3,216.2,87.0,22.4,43.6,1.1637,0.0,57,2.1,1042.2,1015.6,21.8,14.0,0.0,113.74,103.82576687116564,43.5,113.74,2004-06-14 09:00:00
14/06/2004,10.00.00,1.5,0.0,7.0,221.83999999999997,84.0,24.8,39.1,1.2039,0.0,56,10.1,1169.2,1015.3,23.3,15.0,0.0,120.6,104.39092024539877,42.0,120.6,2004-06-14 10:00:00
14/06/2004,11.00.00,1.2,0.0,5.5,178.6,73.0,23.9,42.1,1.2335,0.0,41,10.6,1240.3,1016.0,24.4,12.0,0.0,105.9,94.76590909090908,36.5,105.9,2004-06-14 11:00:00
14/06/2004,12.00.00,1.2,0.0,5.3,161.67999999999998,72.0,25.5,38.3,1.2328,0.0,43,8.0,1250.7,1016.3,25.2,12.0,0.0,103.94,85.34454545454544,36.0,103.94,2004-06-14 12:00:00
14/06/2004,13.00.00,1.3,0.0,5.5,159.79999999999998,68.0,25.4,39.2,1.2534,0.2,38,9.5,1199.8,1016.0,25.7,13.0,0.0,105.9,84.29772727272726,34.0,105.9,2004-06-14 13:00:00
14/06/2004,14.00.00,1.0,0.0,3.8,124.08,62.0,25.6,37.0,1.2006,0.9,39,14.0,1090.9,1015.8,25.8,10.0,0.0,80.39999999999999,64.40818181818182,31.0,80.39999999999999,2004-06-14 14:00:00
14/06/2004,15.00.00,1.4,0.0,5.4,139.12,70.0,24.5,38.4,1.1669,0.1,62,12.9,931.6,1016.3,25.2,14.0,0.0,104.92,72.78272727272727,35.0,104.92,2004-06-14 15:00:00
14/06/2004,16.00.00,1.6,0.0,6.7,203.04,83.0,23.9,39.9,1.1639,0.6,37,8.7,732.7,1016.6,24.4,16.0,0.0,117.66,102.50707566462168,41.5,117.66,2004-06-14 16:00:00
14/06/2004,17.00.00,2.7,0.0,12.2,282.0,92.0,24.2,39.2,1.1665,0.0,41,4.6,507.6,1017.3,23.3,27.0,0.0,158.18666666666667,110.41922290388548,46.0,158.18666666666667,2004-06-14 17:00:00
14/06/2004,18.00.00,2.3,0.0,10.2,295.15999999999997,103.0,23.5,41.2,1.1759,0.2,29,4.0,271.9,1017.7,22.2,23.0,0.0,151.65333333333334,111.73791411042944,52.67045454545455,151.65333333333334,2004-06-14 18:00:00
14/06/2004,19.00.00,1.5,0.0,6.7,174.84,82.0,22.3,44.9,1.1973,0.0,22,5.2,66.6,1017.9,21.0,15.0,0.0,117.66,92.67227272727273,41.0,117.66,2004-06-14 19:00:00
14/06/2004,20.00.00,1.4,0.0,5.7,142.88,74.0,21.7,46.5,1.1917,0.0,7,4.8,0.0,1018.2,19.9,14.0,0.0,107.86,74.87636363636364,37.0,107.86,2004-06-14 20:00:00
14/06/2004,21.00.00,1.0,0.0,4.1,107.16,67.0,22.0,44.9,1.1699,0.0,3,4.1,0.0,1018.5,18.7,10.0,0.0,85.29999999999998,54.98681818181818,33.5,85.29999999999998,2004-06-14 21:00:00
14/06/2004,22.00.00,1.1,0.0,4.7,120.32,74.0,22.2,44.1,1.1654,0.0,5,3.3,0.0,1018.7,17.9,11.0,0.0,95.1,62.31454545454545,37.0,95.1,2004-06-14 22:00:00
14/06/2004,23.00.00,1.2,0.0,5.2,110.91999999999999,72.0,21.8,45.6,1.1763,0.0,27,2.8,0.0,1019.1,17.2,12.0,0.0,102.96000000000001,57.080454545454536,36.0,102.96000000000001,2004-06-14 23:00:00
15/06/2004,00.00.00,1.2,0.0,5.1,127.83999999999999,79.0,21.6,46.0,1.1742,0.0,94,2.3,0.0,1019.2,16.7,12.0,0.0,101.97999999999999,66.50181818181818,39.5,101.97999999999999,2004-06-15 00:00:00
15/06/2004,01.00.00,0.7,0.0,2.8,58.279999999999994,43.0,21.6,45.8,1.1715,0.0,83,2.7,0.0,1018.8,16.2,7.0,0.0,64.06666666666666,29.139999999999997,21.5,64.06666666666666,2004-06-15 01:00:00
15/06/2004,02.00.00,0.5,0.0,1.4,39.48,33.0,20.7,48.3,1.168,0.0,59,2.3,0.0,1018.7,16.0,5.0,0.0,35.0,19.74,16.5,35.0,2004-06-15 02:00:00
15/06/2004,03.00.00,0.4,0.0,1.0,0.0,0.0,21.0,47.1,1.1546,0.0,62,2.8,0.0,1018.8,15.6,4.0,0.0,25.0,0.0,0.0,25.0,2004-06-15 03:00:00
15/06/2004,04.00.00,0.4,0.0,2.0,45.12,38.0,20.8,48.5,1.18,0.0,45,4.2,28.2,1018.8,15.4,4.0,0.0,50.0,22.56,19.0,50.0,2004-06-15 04:00:00
15/06/2004,05.00.00,0.5,0.0,3.0,71.44,51.0,20.8,49.4,1.1994,0.0,37,3.9,191.9,1018.6,16.2,5.0,0.0,67.33333333333333,35.72,25.5,67.33333333333333,2004-06-15 05:00:00
15/06/2004,06.00.00,1.0,0.0,7.5,172.95999999999998,69.0,19.9,51.8,1.1911,0.0,31,2.6,427.7,1018.6,18.9,10.0,0.0,125.5,91.62545454545453,34.5,125.5,2004-06-15 06:00:00
15/06/2004,07.00.00,4.4,0.0,24.7,584.68,116.0,20.9,49.3,1.2049,0.0,22,2.3,658.1,1018.9,20.5,44.0,0.0,199.01999999999998,140.74912065439673,59.90909090909091,199.01999999999998,2004-06-15 07:00:00
15/06/2004,08.00.00,4.0,0.0,24.8,488.79999999999995,119.0,23.7,39.9,1.1508,0.0,39,1.8,867.6,1018.9,22.0,40.0,0.0,199.34666666666666,131.14151329243353,61.57954545454545,199.34666666666666,2004-06-15 08:00:00
15/06/2004,09.00.00,2.4,0.0,10.9,340.28,96.0,25.3,35.8,1.1421,0.0,28,3.6,1041.8,1018.6,23.2,24.0,0.0,153.94,116.25914110429447,48.0,153.94,2004-06-15 09:00:00
15/06/2004,10.00.00,2.1,0.0,11.9,332.76,109.0,28.8,29.1,1.1349,0.0,11,3.4,1168.9,1018.4,24.6,21.0,0.0,157.20666666666668,115.50560327198363,56.01136363636363,157.20666666666668,2004-06-15 10:00:00
15/06/2004,11.00.00,2.7,0.0,16.0,338.4,115.0,30.3,26.9,1.1399,0.0,14,5.9,1240.2,1018.2,25.7,27.0,0.0,170.6,116.07075664621676,59.35227272727273,170.6,2004-06-15 11:00:00
15/06/2004,12.00.00,2.8,0.0,15.7,327.12,118.0,32.8,23.3,1.138,0.0,25,8.8,1250.9,1017.7,26.3,28.0,0.0,169.62,114.94044989775051,61.02272727272727,169.62,2004-06-15 12:00:00
15/06/2004,13.00.00,2.3,0.0,13.1,263.2,118.0,33.9,21.4,1.1135,0.0,49,9.9,1200.2,1017.1,26.2,23.0,0.0,161.12666666666667,108.53537832310839,61.02272727272727,161.12666666666667,2004-06-15 13:00:00
15/06/2004,14.00.00,2.0,0.0,12.2,229.35999999999999,112.0,35.3,19.6,1.1036,0.0,48,11.2,1091.6,1016.7,26.1,20.0,0.0,158.18666666666667,105.14445807770961,57.68181818181818,158.18666666666667,2004-06-15 14:00:00
15/06/2004,15.00.00,2.6,0.0,15.8,355.32,140.0,34.0,20.8,1.0898,0.0,53,12.1,932.5,1016.1,25.6,26.0,0.0,169.94666666666666,117.76621676891615,73.27272727272727,169.94666666666666,2004-06-15 15:00:00
15/06/2004,16.00.00,2.7,0.0,16.6,317.71999999999997,137.0,35.3,18.8,1.0572,0.0,60,12.7,733.8,1015.6,24.7,27.0,0.0,172.56,113.99852760736196,71.60227272727272,172.56,2004-06-15 16:00:00
15/06/2004,17.00.00,3.1,0.0,18.4,323.35999999999996,143.0,32.6,24.1,1.1688,0.0,54,11.7,508.9,1015.6,23.5,31.0,0.0,178.44,114.56368098159508,74.94318181818181,178.44,2004-06-15 17:00:00
15/06/2004,18.00.00,3.1,0.0,16.7,289.52,148.0,30.8,28.7,1.2507,0.0,36,8.2,273.3,1015.5,22.2,31.0,0.0,172.88666666666666,111.17276073619632,77.72727272727272,172.88666666666666,2004-06-15 18:00:00
15/06/2004,19.00.00,3.6,0.0,20.8,360.96,158.0,28.7,31.2,1.2099,0.0,16,5.0,67.3,1015.4,20.8,36.0,0.0,186.28,118.33137014314929,83.29545454545453,186.28,2004-06-15 19:00:00
15/06/2004,20.00.00,2.9,0.0,15.3,300.79999999999995,127.0,26.8,35.1,1.2201,0.0,14,3.2,0.0,1015.4,19.6,29.0,0.0,168.31333333333333,112.30306748466258,66.0340909090909,168.31333333333333,2004-06-15 20:00:00
15/06/2004,21.00.00,2.2,0.0,11.5,206.79999999999998,109.0,25.3,39.4,1.2524,0.0,3,1.9,0.0,1016.0,18.3,22.0,0.0,155.9,102.8838445807771,56.01136363636363,155.9,2004-06-15 21:00:00
15/06/2004,22.00.00,2.0,0.0,10.1,182.35999999999999,101.0,23.9,40.9,1.1966,0.0,11,1.3,0.0,1015.6,17.3,20.0,0.0,151.32666666666665,96.85954545454544,51.55681818181818,151.32666666666665,2004-06-15 22:00:00
15/06/2004,23.00.00,2.1,0.0,10.4,233.11999999999998,114.0,23.0,44.4,1.2354,0.0,14,1.5,0.0,1015.7,16.6,21.0,0.0,152.30666666666667,105.52122699386503,58.79545454545455,152.30666666666667,2004-06-15 23:00:00
16/06/2004,00.00.00,1.9,0.0,9.4,203.04,104.0,22.2,53.9,1.4237,0.0,0,1.6,0.0,1015.4,16.1,19.0,0.0,144.12,102.50707566462168,53.22727272727273,144.12,2004-06-16 00:00:00
16/06/2004,01.00.00,1.4,0.0,6.9,114.67999999999999,81.0,20.9,59.8,1.4659,0.0,2,1.1,0.0,1015.2,15.5,14.0,0.0,119.62,59.17409090909091,40.5,119.62,2004-06-16 01:00:00
16/06/2004,02.00.00,0.8,0.0,4.0,63.919999999999995,51.0,21.3,58.1,1.457,0.0,15,3.4,0.0,1014.6,15.1,8.0,0.0,83.66666666666666,31.959999999999997,25.5,83.66666666666666,2004-06-16 02:00:00
16/06/2004,03.00.00,0.6,0.0,3.0,0.0,0.0,20.8,58.4,1.4189,0.0,28,1.9,0.0,1014.6,14.7,6.0,0.0,67.33333333333333,0.0,0.0,67.33333333333333,2004-06-16 03:00:00
16/06/2004,04.00.00,0.6,0.0,2.6,45.12,40.0,20.3,58.9,1.3878,0.0,27,2.3,28.1,1014.8,14.4,6.0,0.0,60.8,22.56,20.0,60.8,2004-06-16 04:00:00
16/06/2004,05.00.00,0.5,0.0,2.4,50.76,34.0,21.3,54.5,1.3682,0.0,31,4.1,191.6,1014.6,15.4,5.0,0.0,57.53333333333333,25.38,17.0,57.53333333333333,2004-06-16 05:00:00
16/06/2004,06.00.00,1.0,0.0,6.8,131.6,61.0,20.6,57.4,1.3753,0.0,6,3.4,427.2,1014.6,18.0,10.0,0.0,118.64,68.59545454545454,30.5,118.64,2004-06-16 06:00:00
16/06/2004,07.00.00,2.7,0.0,18.9,330.88,95.0,21.3,56.9,1.4226,0.0,7,4.3,657.6,1014.7,20.1,27.0,0.0,180.07333333333332,115.31721881390592,47.5,180.07333333333332,2004-06-16 07:00:00
16/06/2004,08.00.00,5.0,0.0,30.2,582.8,142.0,22.9,52.4,1.4442,0.0,22,4.6,867.1,1014.5,21.9,50.0,0.0,252.48,140.560736196319,74.38636363636363,252.48,2004-06-16 08:00:00
16/06/2004,09.00.00,3.3,0.0,14.9,415.47999999999996,128.0,24.1,46.5,1.3802,0.0,16,5.2,1041.4,1014.4,23.6,33.0,0.0,167.00666666666666,123.79451942740286,66.5909090909091,167.00666666666666,2004-06-16 09:00:00
16/06/2004,10.00.00,2.4,0.0,12.2,315.84,115.0,27.1,38.8,1.3705,0.0,40,3.9,1168.6,1013.5,25.1,24.0,0.0,158.18666666666667,113.81014314928424,59.35227272727273,158.18666666666667,2004-06-16 10:00:00
16/06/2004,11.00.00,1.7,0.0,8.3,204.92,84.0,28.4,34.4,1.314,0.0,47,4.7,1240.1,1013.6,26.3,17.0,0.0,133.34,102.69546012269939,42.0,133.34,2004-06-16 11:00:00
16/06/2004,12.00.00,1.7,0.0,9.0,191.76,85.0,30.1,30.9,1.2958,0.0,62,5.9,1251.0,1012.9,27.1,17.0,0.0,140.2,101.37676891615541,42.5,140.2,2004-06-16 12:00:00
16/06/2004,13.00.00,2.4,0.0,13.7,242.51999999999998,110.0,32.7,25.8,1.2547,0.0,29,8.9,1200.5,1012.4,27.4,24.0,0.0,163.08666666666667,106.46314928425357,56.56818181818182,163.08666666666667,2004-06-16 13:00:00
16/06/2004,14.00.00,2.2,0.0,14.1,219.95999999999998,107.0,32.4,25.7,1.2271,0.0,79,9.7,1092.2,1011.6,27.2,22.0,0.0,164.39333333333335,104.20253578732107,54.89772727272727,164.39333333333335,2004-06-16 14:00:00
16/06/2004,15.00.00,2.2,0.0,12.0,210.56,107.0,33.6,24.4,1.2472,0.0,91,10.9,933.4,1011.4,26.5,22.0,0.0,157.53333333333333,103.26061349693252,54.89772727272727,157.53333333333333,2004-06-16 15:00:00
16/06/2004,16.00.00,2.3,0.0,12.2,229.35999999999999,113.0,33.0,26.0,1.2877,0.0,99,14.0,734.8,1011.0,25.4,23.0,0.0,158.18666666666667,105.14445807770961,58.23863636363636,158.18666666666667,2004-06-16 16:00:00
16/06/2004,17.00.00,2.6,0.0,13.1,214.32,107.0,33.2,23.7,1.1855,0.0,97,13.3,510.2,1011.3,24.1,26.0,0.0,161.12666666666667,103.63738241308793,54.89772727272727,161.12666666666667,2004-06-16 17:00:00
16/06/2004,18.00.00,2.3,0.0,12.6,208.67999999999998,106.0,31.3,25.4,1.1415,0.0,97,7.9,274.6,1011.2,22.7,23.0,0.0,159.49333333333334,103.0722290388548,54.34090909090909,159.49333333333334,2004-06-16 18:00:00
16/06/2004,19.00.00,3.3,0.0,18.3,297.03999999999996,125.0,28.3,31.7,1.1968,0.0,87,3.3,68.0,1011.0,21.4,33.0,0.0,178.11333333333334,111.92629856850715,64.92045454545455,178.11333333333334,2004-06-16 19:00:00
16/06/2004,20.00.00,3.5,0.0,17.2,379.76,139.0,26.5,35.0,1.1981,0.0,88,0.8,0.0,1011.6,20.2,35.0,0.0,174.51999999999998,120.21521472392638,72.7159090909091,174.51999999999998,2004-06-16 20:00:00
16/06/2004,21.00.00,2.5,0.0,12.9,312.08,117.0,24.4,40.0,1.2079,0.0,83,0.8,0.0,1011.6,19.2,25.0,0.0,160.47333333333333,113.43337423312883,60.46590909090909,160.47333333333333,2004-06-16 21:00:00
16/06/2004,22.00.00,2.5,0.0,13.7,268.84,107.0,23.3,43.4,1.2251,0.0,87,3.8,0.0,1011.3,18.4,25.0,0.0,163.08666666666667,109.10053169734151,54.89772727272727,163.08666666666667,2004-06-16 22:00:00
16/06/2004,23.00.00,2.4,0.0,13.4,229.35999999999999,98.0,22.5,45.3,1.2226,0.0,79,3.9,0.0,1010.7,17.8,24.0,0.0,162.10666666666665,105.14445807770961,49.0,162.10666666666665,2004-06-16 23:00:00
17/06/2004,00.00.00,2.5,0.0,13.5,212.44,97.0,21.8,47.8,1.2325,0.0,66,4.3,0.0,1010.4,17.6,25.0,0.0,162.43333333333334,103.44899795501023,48.5,162.43333333333334,2004-06-17 00:00:00
17/06/2004,01.00.00,2.1,0.0,9.9,204.92,95.0,20.9,51.0,1.2446,0.0,87,3.9,0.0,1009.9,17.5,21.0,0.0,149.02,102.69546012269939,47.5,149.02,2004-06-17 01:00:00
17/06/2004,02.00.00,1.0,0.0,4.4,99.64,68.0,20.8,51.7,1.2572,0.0,98,4.5,0.0,1009.2,17.2,10.0,0.0,90.2,49.82,34.0,90.2,2004-06-17 02:00:00
17/06/2004,03.00.00,0.8,0.0,4.3,0.0,0.0,19.3,57.1,1.2661,0.0,96,4.7,0.0,1009.1,17.0,8.0,0.0,88.56666666666666,0.0,0.0,88.56666666666666,2004-06-17 03:00:00
17/06/2004,04.00.00,0.0,0.0,3.3,60.16,51.0,18.8,58.6,1.2581,0.0,56,5.7,27.9,1008.9,16.9,0.0,0.0,72.23333333333332,30.08,25.5,72.23333333333332,2004-06-17 04:00:00
17/06/2004,05.00.00,0.5,0.0,3.4,65.8,44.0,20.2,53.8,1.2569,0.0,65,4.8,191.1,1008.7,17.7,5.0,0.0,73.86666666666666,32.9,22.0,73.86666666666666,2004-06-17 05:00:00
17/06/2004,06.00.00,1.3,0.0,9.3,231.23999999999998,77.0,18.3,60.8,1.2635,0.0,73,2.2,426.6,1009.1,20.0,13.0,0.0,143.14000000000001,105.33284253578732,38.5,143.14000000000001,2004-06-17 06:00:00
17/06/2004,07.00.00,3.6,0.0,23.4,477.52,100.0,20.2,54.5,1.2777,0.2,87,1.8,657.0,1009.4,21.4,36.0,0.0,194.7733333333333,130.01120654396726,50.0,194.7733333333333,2004-06-17 07:00:00
17/06/2004,08.00.00,4.8,0.0,27.7,564.0,125.0,21.9,49.9,1.2957,0.0,97,1.9,866.5,1009.6,21.5,48.0,0.0,227.73,138.67689161554193,64.92045454545455,227.73,2004-06-17 08:00:00
17/06/2004,09.00.00,3.7,0.0,22.1,528.28,154.0,25.2,43.0,1.3548,0.0,96,4.3,1040.9,1009.3,22.5,37.0,0.0,190.52666666666667,135.09758691206542,81.06818181818181,190.52666666666667,2004-06-17 09:00:00
17/06/2004,10.00.00,1.9,0.0,10.0,317.71999999999997,125.0,28.0,36.6,1.3603,0.0,99,5.4,1168.2,1009.0,24.5,19.0,0.0,150.0,113.99852760736196,64.92045454545455,150.0,2004-06-17 10:00:00
17/06/2004,11.00.00,1.7,0.0,8.9,285.76,117.0,27.1,38.3,1.3548,0.0,97,5.7,1239.9,1008.6,26.1,17.0,0.0,139.22,110.7959918200409,60.46590909090909,139.22,2004-06-17 11:00:00
17/06/2004,12.00.00,1.9,0.0,9.8,238.76,105.0,27.4,37.0,1.3319,0.0,95,4.4,1251.0,1008.5,26.3,19.0,0.0,148.04000000000002,106.08638036809816,53.78409090909091,148.04000000000002,2004-06-17 12:00:00
